start_time,end_time,3,4,5,6,7,8,9,plan_cpu,plan_mem,plan_disk,10
5625316666,,6252020264,27,318350763,1,5Pg2spXTK2Hddu4PGpejoMD7eYEAYskA26VtVgGshvs=,3,9,0.03125,0.007629,2.86E-05,0
5625316798,,6221861800,11417,3622440393,2,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.03125,0.007195,2.86E-05,0
5625316805,,6221861800,11417,,0,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.0625,0.0318,0.0002699,0
5625316806,,6221861800,11426,3622440393,2,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.0625,0.007767,1.14E-05,0
5625316813,,6221861800,11426,,0,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.1875,0.04773,0.0001154,0
5625316814,,6221861800,17700,3622440393,2,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.02539,0.02704,0.0005789,0
5625316821,,6221861800,17700,,0,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.1282,0.07642,0.0003862,0
5625316822,,6218406404,725,3622440393,2,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.1514,0.2327,0.0006104,0
5625316829,,6218406404,725,,0,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.03412,0.07764,3.82E-05,0
5625316831,,6252020264,34,3622440393,1,5Pg2spXTK2Hddu4PGpejoMD7eYEAYskA26VtVgGshvs=,3,9,0.02499,0.004662,1.14E-05,0
5625317058,,6252017657,13,294847191,4,68CsCZngOkuQn5lVo+dNXKGoFx9ZmJXWR+W7NAUmEH4=,0,2,0.006248,0.005219,9.54E-06,0
5625996114,,5950955866,163,2796972389,5,5ANFyIGysAA6XzeFuFUqyXdJfrrczugfoYfXCP0FNk8=,2,0,0.09058,0.01709,9.44E-05,1
5625996117,,5950955866,163,,0,5ANFyIGysAA6XzeFuFUqyXdJfrrczugfoYfXCP0FNk8=,2,0,0.006248,0.003975,1.14E-05,1
5625996126,,6251995937,426,2796972389,2,4Ubmtvv/epOnUEgegvGV9mCxxcZkV4z/Dm8RY/9SEYw=,0,0,0.04999,0.005875,9.54E-06,0
5625996135,,6251995937,426,,0,4Ubmtvv/epOnUEgegvGV9mCxxcZkV4z/Dm8RY/9SEYw=,0,0,0.04999,0.005486,9.54E-06,0
5625996256,,6251995937,404,4477684993,2,4Ubmtvv/epOnUEgegvGV9mCxxcZkV4z/Dm8RY/9SEYw=,0,0,0.25,0.0636,0.0001926,0
5625996265,,6251995937,404,,0,4Ubmtvv/epOnUEgegvGV9mCxxcZkV4z/Dm8RY/9SEYw=,0,0,0.04999,0.006104,9.54E-06,0
5626016609,,6252009260,37,788644666,4,HBL13RkuP8hPfuPHZHIJTQZkoEtBdUQ9gtpKwGmSfJc=,0,0,0.03125,0.007767,1.14E-05,0
5626016689,,6218406404,663,207776314,2,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.03125,0.004662,3.43E-05,0
5626016696,,6218406404,663,,0,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.03125,0.001554,1.72E-05,0
5626016697,,6218406404,925,207776314,2,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.125,0.1528,0.0004129,0
5626016704,,6218406404,925,,0,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.04437,0.003883,4.77E-06,0
5626016706,,6252020264,26,207776314,1,5Pg2spXTK2Hddu4PGpejoMD7eYEAYskA26VtVgGshvs=,3,9,0.008865,0.001972,3.05E-05,0
5626016869,,6251974185,425,789152995,4,fJYeclskJqPWsAT6TX/r9X5OiIZpSEb2PBGliYAOMxM=,0,2,0.0125,0.006432,3.05E-05,1
5626709598,,6238340468,2899,7777253,2,1wRYrkVgrhQf/fNZQV2VHyG306siaFFyZMEM1r1cW2E=,1,0,0.1499,0.03821,0.0003862,0
5626709606,,6238340468,2899,,0,1wRYrkVgrhQf/fNZQV2VHyG306siaFFyZMEM1r1cW2E=,1,0,0.009369,0.002811,3.05E-05,0
5626709762,,6218406404,1071,3571956488,2,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.01874,0.0159,7.73E-05,0
5626709769,,6218406404,1071,,0,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.01874,0.01088,7.73E-05,0
5626709770,,6218406404,1357,3571956488,2,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.0625,0.1592,0.0003471,0
5626709777,,6218406404,1357,,0,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.06189,0.03821,0.0003862,0
5626709779,,6252020264,32,3571956488,1,5Pg2spXTK2Hddu4PGpejoMD7eYEAYskA26VtVgGshvs=,3,9,0,0.003399,1.91E-05,0
5627421775,,6252009260,33,207833376,4,HBL13RkuP8hPfuPHZHIJTQZkoEtBdUQ9gtpKwGmSfJc=,0,0,0.08496,0.07642,0.0003862,0
5627422032,,6252009260,1,336058716,4,HBL13RkuP8hPfuPHZHIJTQZkoEtBdUQ9gtpKwGmSfJc=,0,0,0.0125,0.006104,0.0001926,0
5627422042,,6252009260,8,567336,4,HBL13RkuP8hPfuPHZHIJTQZkoEtBdUQ9gtpKwGmSfJc=,0,0,0.125,0.1387,0.0001926,0
5628143184,,6252009260,16,6565531,4,HBL13RkuP8hPfuPHZHIJTQZkoEtBdUQ9gtpKwGmSfJc=,0,0,0.01874,0.01865,4.48E-05,0
5628143373,,6252009260,21,1094467,4,HBL13RkuP8hPfuPHZHIJTQZkoEtBdUQ9gtpKwGmSfJc=,0,0,0.125,0.04773,1.91E-05,0
5628143549,,6218406404,1051,904981,2,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.03125,0.05438,0.0001354,0
5628143556,,6218406404,1051,,0,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.0125,0.00795,1.72E-05,0
5628143557,,6218406404,1187,904981,2,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.0125,0.001554,1.91E-06,0
5628143564,,6218406404,1187,,0,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.125,0.003109,3.82E-06,0
5628143566,,6252020264,28,904981,1,5Pg2spXTK2Hddu4PGpejoMD7eYEAYskA26VtVgGshvs=,3,9,0.006248,0.002346,3.82E-05,0
5628143636,,6238340468,2251,766873417,2,1wRYrkVgrhQf/fNZQV2VHyG306siaFFyZMEM1r1cW2E=,1,0,0.00676,0.001972,3.05E-05,0
5628143644,,6238340468,2251,,0,1wRYrkVgrhQf/fNZQV2VHyG306siaFFyZMEM1r1cW2E=,1,0,0.008759,0.001972,3.05E-05,0
5628143646,,6252020264,44,766873417,1,5Pg2spXTK2Hddu4PGpejoMD7eYEAYskA26VtVgGshvs=,3,9,0.003124,6.20E-05,0,0
5628803417,,6251995937,448,294964090,2,4Ubmtvv/epOnUEgegvGV9mCxxcZkV4z/Dm8RY/9SEYw=,0,0,0.06873,0.003109,0.0007877,0
5628803426,,6251995937,448,,0,4Ubmtvv/epOnUEgegvGV9mCxxcZkV4z/Dm8RY/9SEYw=,0,0,0.006248,0.002174,7.63E-06,0
5628803492,,6251995937,868,1469549070,2,4Ubmtvv/epOnUEgegvGV9mCxxcZkV4z/Dm8RY/9SEYw=,0,0,0.125,0.1272,0.0004044,0
5628803501,,6251995937,868,,0,4Ubmtvv/epOnUEgegvGV9mCxxcZkV4z/Dm8RY/9SEYw=,0,0,0.009369,0.0159,1.14E-05,0
5628803580,,515042954,7,336058857,5,/fk1fVcVxZ6iM6gHZzqbIyq56m5zrmHfpdcZ/zzkq4c=,2,0,0.1694,0.02774,0.001076,0
5628803583,,515042954,7,,0,/fk1fVcVxZ6iM6gHZzqbIyq56m5zrmHfpdcZ/zzkq4c=,2,0,0.007278,0.01193,9.54E-06,0
5628803592,,6252020264,109,336058857,1,5Pg2spXTK2Hddu4PGpejoMD7eYEAYskA26VtVgGshvs=,3,9,0.009369,0.01102,9.54E-06,0
5628803643,,6251995937,1102,97964886,2,4Ubmtvv/epOnUEgegvGV9mCxxcZkV4z/Dm8RY/9SEYw=,0,0,0.03125,0.05878,0.0009499,0
5628803652,,6251995937,1102,,0,4Ubmtvv/epOnUEgegvGV9mCxxcZkV4z/Dm8RY/9SEYw=,0,0,0.03125,0.009323,0.0001135,0
5628826992,,6218406404,1045,6648755,2,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.006248,0.04773,0.0001926,0
5628826999,,6218406404,1045,,0,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.0625,0.04791,0.0001163,0
5628827000,,6238340468,1476,6648755,2,1wRYrkVgrhQf/fNZQV2VHyG306siaFFyZMEM1r1cW2E=,1,0,0.05878,0.01715,9.82E-05,0
5628827008,,6238340468,1476,,0,1wRYrkVgrhQf/fNZQV2VHyG306siaFFyZMEM1r1cW2E=,1,0,0.0625,0.0636,0.00193,0
5628827010,,6252020264,37,6648755,1,5Pg2spXTK2Hddu4PGpejoMD7eYEAYskA26VtVgGshvs=,3,9,0.006248,0.0636,3.82E-05,0
5629483751,,6218406404,1481,660408,2,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.009369,0.001972,3.05E-05,0
5629483758,,6218406404,1481,,0,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.2219,0.02097,0.0001059,0
5629483759,,6218406404,1477,660408,2,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.03125,0.003975,3.82E-05,0
5629483766,,6218406404,1477,,0,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.03125,0.003975,0.0003862,0
5629483768,,6252020264,29,660408,1,5Pg2spXTK2Hddu4PGpejoMD7eYEAYskA26VtVgGshvs=,3,9,0.125,0.07959,5.44E-05,0
5629483790,,6238340468,802,1303890,2,1wRYrkVgrhQf/fNZQV2VHyG306siaFFyZMEM1r1cW2E=,1,0,0.0125,0.004662,1.14E-05,0
5629483798,,6238340468,802,,0,1wRYrkVgrhQf/fNZQV2VHyG306siaFFyZMEM1r1cW2E=,1,0,0.009369,0.002003,1.05E-05,0
5629483799,,6221861800,8860,1303890,2,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.006248,0.001554,1.14E-05,0
5629483806,,6221861800,8860,,0,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.0625,0.0159,1.91E-05,0
5629483807,,6251699911,231,1303890,2,uLjchc9rrVBPYzKUd28LIrC978TNjWaL+ZK88i78iWw=,0,0,0.006248,0.004143,5.72E-05,0
5629483815,,6251699911,231,,0,uLjchc9rrVBPYzKUd28LIrC978TNjWaL+ZK88i78iWw=,0,0,0.0625,0.01553,3.82E-05,0
5629483817,,6252020264,58,1303890,1,5Pg2spXTK2Hddu4PGpejoMD7eYEAYskA26VtVgGshvs=,3,9,0.06567,0.01398,0.0002823,0
5629483848,,6221861800,15181,317495544,2,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.1125,0.01709,3.53E-05,0
5629483855,,6221861800,15181,,0,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.0625,0.0191,7.73E-05,0
5629483856,,5921809619,16,317495544,2,tQTMcVT7Ui4l0O04X+5OXi70iDpczbsGwMsl/8jrRCg=,0,0,0.006248,0.01907,3.82E-05,0
5629483863,,5921809619,16,,0,tQTMcVT7Ui4l0O04X+5OXi70iDpczbsGwMsl/8jrRCg=,0,0,0.01274,0.01468,7.73E-05,0
5629483864,,6249834537,513,317495544,2,f7F3iYlP9QqyuUyW8v/H8sCjOf6XEy+lP3bzejIRLK0=,0,0,0,0.003361,1.91E-05,0
5629483875,,6249834537,513,,0,f7F3iYlP9QqyuUyW8v/H8sCjOf6XEy+lP3bzejIRLK0=,0,0,0.02295,0.02686,1.91E-05,0
5629483877,,6252020264,39,317495544,1,5Pg2spXTK2Hddu4PGpejoMD7eYEAYskA26VtVgGshvs=,3,9,0.009369,0.004662,7.53E-05,0
5629483959,,6252018749,0,1672944,4,68CsCZngOkuQn5lVo+dNXKGoFx9ZmJXWR+W7NAUmEH4=,1,0,0.006248,0.003109,1.91E-05,0
5629484267,,6221861800,19448,3312092085,2,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.0125,0.00795,0.002316,0
5629484274,,6221861800,19448,,0,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.1938,0.04773,0.0004635,0
5629484275,,6221861800,14920,3312092085,2,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.02499,0.009949,9.54E-06,0
5629484282,,6221861800,14920,,0,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.03125,0.00795,4.77E-06,0
5629484283,,6221861800,2282,3312092085,2,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.09375,0.02057,0.0007706,0
5629484290,,6221861800,2282,,0,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.0625,0.0159,0.0009651,0
5629484291,,6218406404,1097,3312092085,2,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.04999,0.0159,3.82E-05,0
5629484299,,6218406404,1097,,0,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.01562,0.00795,1.91E-05,0
5629484301,,6252020264,53,3312092085,1,5Pg2spXTK2Hddu4PGpejoMD7eYEAYskA26VtVgGshvs=,3,9,0.04999,0.006554,3.82E-05,0
5629484443,,6238340468,2823,7777968,2,1wRYrkVgrhQf/fNZQV2VHyG306siaFFyZMEM1r1cW2E=,1,0,0.06873,0.03253,0.00123,0
5629484451,,6238340468,2823,,0,1wRYrkVgrhQf/fNZQV2VHyG306siaFFyZMEM1r1cW2E=,1,0,0.25,0.4297,0.007042,0
5629484453,,6252020264,55,7777968,1,5Pg2spXTK2Hddu4PGpejoMD7eYEAYskA26VtVgGshvs=,3,9,0.03125,0.0636,3.82E-05,0
5629484500,,6252009169,0,182845311,4,HBL13RkuP8hPfuPHZHIJTQZkoEtBdUQ9gtpKwGmSfJc=,0,0,0.01874,0.01103,0,0
5629484506,,6252009114,0,182845311,4,HBL13RkuP8hPfuPHZHIJTQZkoEtBdUQ9gtpKwGmSfJc=,2,1,0.0625,0.1272,0.00193,0
5629484528,,6252009260,22,97957843,5,HBL13RkuP8hPfuPHZHIJTQZkoEtBdUQ9gtpKwGmSfJc=,0,0,0.125,0.09546,0.0001545,0
5629484541,,6252009260,28,3938715127,5,HBL13RkuP8hPfuPHZHIJTQZkoEtBdUQ9gtpKwGmSfJc=,0,0,0.0625,0.0199,5.82E-05,0
5629484551,,6252010250,0,6570572,5,HBL13RkuP8hPfuPHZHIJTQZkoEtBdUQ9gtpKwGmSfJc=,2,0,0.125,0.07166,5.82E-05,0
5632281501,,6218406404,1114,124610839,2,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.2188,0.1243,0.0008717,0
5632281509,,6218406404,1114,,0,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.0125,0.004662,3.82E-05,0
5632281510,,6218406404,99,124610839,2,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.06873,0.07959,5.82E-05,0
5632281517,,6218406404,99,,0,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.0625,0.0159,0.0003862,0
5632281519,,6252020264,36,124610839,1,5Pg2spXTK2Hddu4PGpejoMD7eYEAYskA26VtVgGshvs=,3,9,0.05499,0.02939,0.0009651,0
5632945978,,5390365067,2,97930868,5,LafaL8rdKPNgZXSXDMjUgbv325OYqZ1QqoXQyewrJuE=,2,0,0.0625,0.01746,0.003395,1
5632945981,,5390365067,2,,0,LafaL8rdKPNgZXSXDMjUgbv325OYqZ1QqoXQyewrJuE=,2,0,0.25,0.0835,0.000948,1
5632946017,,515042954,9,682454,5,/fk1fVcVxZ6iM6gHZzqbIyq56m5zrmHfpdcZ/zzkq4c=,2,0,0.0625,0.04773,0.00193,0
5632946020,,515042954,9,,0,/fk1fVcVxZ6iM6gHZzqbIyq56m5zrmHfpdcZ/zzkq4c=,2,0,0.0625,0.04773,0.0007715,0
5632946029,,6252020264,114,682454,1,5Pg2spXTK2Hddu4PGpejoMD7eYEAYskA26VtVgGshvs=,3,9,0.009369,0.01244,7.73E-05,0
5632946046,,4392480606,99,4217347623,5,XXdY557FQk791swgplLkVfyX7Vr1lIHuSKR+pnbZWR8=,2,0,0.0125,0.01244,7.73E-05,1
5632946049,,4392480606,99,,0,XXdY557FQk791swgplLkVfyX7Vr1lIHuSKR+pnbZWR8=,2,0,0.0125,0.003975,7.73E-05,1
5632946146,,6251995937,228,2912464652,2,4Ubmtvv/epOnUEgegvGV9mCxxcZkV4z/Dm8RY/9SEYw=,0,0,0.006248,0.006218,3.82E-05,0
5632946155,,6251995937,228,,0,4Ubmtvv/epOnUEgegvGV9mCxxcZkV4z/Dm8RY/9SEYw=,0,0,0.0625,0.08569,0.000926,0
5633005967,,6218406404,1119,3687793172,2,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.05627,0.0107,1.05E-05,0
5633005974,,6218406404,1119,,0,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.0125,0.09546,0.0003862,0
5633005975,,6218406404,1120,3687793172,2,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.0125,0.007767,3.82E-06,0
5633005983,,6218406404,1120,,0,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.006248,0.003109,7.63E-06,0
5633005985,,6252020264,42,3687793172,1,5Pg2spXTK2Hddu4PGpejoMD7eYEAYskA26VtVgGshvs=,3,9,0.04999,0.006989,3.82E-06,0
5633006155,,6251974185,564,765692,4,fJYeclskJqPWsAT6TX/r9X5OiIZpSEb2PBGliYAOMxM=,0,2,0.0625,0.004662,1.14E-05,1
5633726950,,6251974185,562,1267344,4,fJYeclskJqPWsAT6TX/r9X5OiIZpSEb2PBGliYAOMxM=,0,2,0.0625,0.006218,2.67E-05,1
5633727426,,6238340468,1814,6566931,2,1wRYrkVgrhQf/fNZQV2VHyG306siaFFyZMEM1r1cW2E=,1,0,0.03125,0.004662,1.14E-05,0
5633727434,,6238340468,1814,,0,1wRYrkVgrhQf/fNZQV2VHyG306siaFFyZMEM1r1cW2E=,1,0,0.01077,0.001972,0,0
5633727435,,6218406404,311,6566931,2,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.008209,0.002083,0,0
5633727442,,6218406404,311,,0,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.03064,0.0256,4.29E-05,0
5633727443,,6218406404,938,6566931,2,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0,0.001554,7.63E-06,0
5633727450,,6218406404,938,,0,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.006248,0.00544,7.63E-06,0
5633727452,,6252020264,77,6566931,1,5Pg2spXTK2Hddu4PGpejoMD7eYEAYskA26VtVgGshvs=,3,9,0.006248,0.002331,7.63E-06,0
5634426636,,6221861800,13810,1436334094,2,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.006248,0.004662,7.63E-06,0
5634426643,,6221861800,13810,,0,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.009369,0.007767,1.14E-05,0
5634426644,,6218406404,55,1436334094,2,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.009369,0.002331,1.91E-05,0
5634426652,,6218406404,55,,0,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.01874,0.007767,1.14E-05,0
5634426654,,6252020264,40,1436334094,1,5Pg2spXTK2Hddu4PGpejoMD7eYEAYskA26VtVgGshvs=,3,9,0.01874,0.00264,3.82E-06,0
5635168206,,6251974185,51,4304823752,4,fJYeclskJqPWsAT6TX/r9X5OiIZpSEb2PBGliYAOMxM=,0,2,0.0125,0.009323,3.82E-05,1
5635891385,,4392480606,181,1436303047,5,XXdY557FQk791swgplLkVfyX7Vr1lIHuSKR+pnbZWR8=,2,0,0.07446,0.003109,3.82E-05,1
5635891388,,4392480606,181,,0,XXdY557FQk791swgplLkVfyX7Vr1lIHuSKR+pnbZWR8=,2,0,0.07263,0.002766,3.82E-05,1
5635960966,,6251974185,739,1436533716,4,fJYeclskJqPWsAT6TX/r9X5OiIZpSEb2PBGliYAOMxM=,0,2,0.006248,0.001987,3.82E-06,1
5635960981,,6218406404,435,207768792,2,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.03125,0.0159,1.14E-05,0
5635960988,,6218406404,435,,0,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.03125,0.007767,8.58E-06,0
5635960989,,6218406404,1040,207768792,2,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.03125,0.004784,8.58E-06,0
5635960996,,6218406404,1040,,0,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.0625,0.04773,5.82E-05,0
5635960998,,6252020264,46,207768792,1,5Pg2spXTK2Hddu4PGpejoMD7eYEAYskA26VtVgGshvs=,3,9,0.0125,0.01143,3.82E-05,0
5636908425,,6252021948,0,,0,XzZHJR6eXZamIB7lSFTc/NXTbAKtt3SoOI8Fp/RtnwU=,2,1,0.01562,0.015,3.82E-05,0
5636924895,,6221861800,16704,317346628,2,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.006248,0.02332,7.73E-05,0
5636924902,,6221861800,16704,,0,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.03125,0.001554,1.91E-06,0
5636924903,,6221861800,16708,317346628,2,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.006248,0.0001554,0,0
5636924910,,6221861800,16708,,0,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.03125,0.003883,9.54E-06,0
5636924911,,6218406404,737,317346628,2,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.0075,0.004662,3.82E-05,0
5636924918,,6218406404,737,,0,wh0wq4ZDHzpCBUUq/FeWZ+IrfivM0YMFAGZO3zHdrWc=,2,0,0.04376,0.007767,0.000226,0
5636924920,,6252020264,48,317346628,1,5Pg2spXTK2Hddu4PGpejoMD7eYEAYskA26VtVgGshvs=,3,9,0.0625,0.03528,0.0001154,0
5636924997,,6238340468,1125,351638428,2,1wRYrkVgrhQf/fNZQV2VHyG306siaFFyZMEM1r1cW2E=,1,0,0.0625,0.02258,0.0001154,0
5636925005,,6238340468,1125,,0,1wRYrkVgrhQf/fNZQV2VHyG306siaFFyZMEM1r1cW2E=,1,0,0.01874,0.01125,1.91E-05,0
5636925006,,6221861800,11087,351638428,2,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0,0.01514,3.82E-05,0
5636925013,,6221861800,11087,,0,huEqgBuTsgIbw1KmYjIUw/N6rUCEeIqRUY51E4M8icU=,0,0,0.03125,0.007767,0.000226,0
